timestamp,url,path,status_code,ok,message
2026-02-25T13:51:26,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:30,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:30,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:32,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:36,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:42,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:44,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:48,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:48,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:50,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:51:54,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:52:04,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:52:06,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:52:10,https://data.sec.gov/submissions/CIK0000320193.json,research\sec\submissions_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:52:10,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:52:12,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
2026-02-25T13:52:16,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,research\sec\companyfacts_2026-02-25.json,,False,Unable to connect to the remote server
