"AsOfDate","Currency","FxRate","Price","LatestFiscalYear","SharesBillions","MarketCapBillions","NetIncomeBillions","EBITDA","FCF","NetCashBillions","EnterpriseValueBillions","PE","EV_EBITDA","EV_FCF","P_FCF","BuybackYield","DividendYield","PayoutRatio","TotalPayoutRatio"
"2026-02-25","CAD","1.364962","371.5","2025","15.0047","5574.2717","152.8894","197.5755","134.8132","46.0852","5528.1865","36.4595","27.9801","41.0063","41.3481","0.0222","0.0038","0.1377","0.9475"
