"AsOfDate","Currency","FxRate","Price","LatestFiscalYear","SharesBillions","MarketCapBillions","NetIncomeBillions","EBITDA","FCF","NetCashBillions","EnterpriseValueBillions","PE","EV_EBITDA","EV_FCF","P_FCF","BuybackYield","DividendYield","PayoutRatio","TotalPayoutRatio"
"2026-02-25","IDR","16826","4579532.42","2025","15.0047","68714510.1192","1884680.26","2435529.848","1661853.542","568096.238","68146413.8812","36.4595","27.9801","41.0063","41.3481","0.0222","0.0038","0.1377","0.9475"
