"AsOfDate","Price","LatestFiscalYear","SharesBillions","MarketCapBillions","NetIncomeBillions","EBITDA","FCF","NetCashBillions","EnterpriseValueBillions","PE","EV_EBITDA","EV_FCF","P_FCF","BuybackYield","DividendYield","PayoutRatio","TotalPayoutRatio"
"2026-02-25","272.14","2025","15.0047","4083.3791","112.01","144.748","98.767","33.763","4049.6161","36.4555","27.977","41.0017","41.3436","0.0222","0.0038","0.1377","0.9475"
